input_type,pdb_id,pdb_file,chain1,chain2,tag,lig_code,smiles,lig_resi
pocket,1a09,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a09/protein/1a09_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a09,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a09/protein/1a09_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1a1b,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a1b/protein/1a1b_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a1c,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a1c/protein/1a1c_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a1e,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a1e/protein/1a1e_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a30,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a30/protein/1a30_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1a37,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a37/protein/1a37_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a4k,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a4k/protein/1a4k_boltz_pocket_5A.pdb,C_D,,boltz,,,
pocket,1a4m,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a4m/protein/1a4m_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1a4m,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a4m/protein/1a4m_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1a4q,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a4q/protein/1a4q_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1a4r,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a4r/protein/1a4r_boltz_pocket_5A.pdb,B,,boltz,,,
pocket,1a50,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a50/protein/1a50_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1a5h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a5h/protein/1a5h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1a5v,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a5v/protein/1a5v_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a7c,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a7c/protein/1a7c_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a7x,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a7x/protein/1a7x_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1a85,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a85/protein/1a85_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1a85,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a85/protein/1a85_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1a86,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a86/protein/1a86_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1a86,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a86/protein/1a86_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1a8i,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a8i/protein/1a8i_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1a8t,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a8t/protein/1a8t_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1a99,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a99/protein/1a99_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1a9m,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a9m/protein/1a9m_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1a9q,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a9q/protein/1a9q_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1aaq,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1aaq/protein/1aaq_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1abf,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1abf/protein/1abf_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1abt,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1abt/protein/1abt_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1add,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1add/protein/1add_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1add,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1add/protein/1add_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1adl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1adl/protein/1adl_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1ado,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ado/protein/1ado_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1af2,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1af2/protein/1af2_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1af6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1af6/protein/1af6_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1afk,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1afk/protein/1afk_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1afk,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1afk/protein/1afk_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1afl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1afl/protein/1afl_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1afl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1afl/protein/1afl_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1agm,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1agm/protein/1agm_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1agw,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1agw/protein/1agw_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1ahx,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ahx/protein/1ahx_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ahy,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ahy/protein/1ahy_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ai4,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai4/protein/1ai4_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ai5,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai5/protein/1ai5_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ai6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai6/protein/1ai6_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ai7,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai7/protein/1ai7_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1aid,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1aid/protein/1aid_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ajn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajn/protein/1ajn_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ajp,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajp/protein/1ajp_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ajq,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajq/protein/1ajq_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ajv,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajv/protein/1ajv_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ajx,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajx/protein/1ajx_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1al7,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1al7/protein/1al7_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1al8,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1al8/protein/1al8_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1amn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1amn/protein/1amn_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1amn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1amn/protein/1amn_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1ao8,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ao8/protein/1ao8_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1apb,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1apb/protein/1apb_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1apv,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1apv/protein/1apv_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1apw,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1apw/protein/1apw_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1at5,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1at5/protein/1at5_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1at6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1at6/protein/1at6_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1atl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1atl/protein/1atl_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1avd,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1avd/protein/1avd_boltz_pocket_5A.pdb,A_C,,boltz,,,
pocket,1awh,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1awh/protein/1awh_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1awi,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1awi/protein/1awi_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1ax2,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ax2/protein/1ax2_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1ax2,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ax2/protein/1ax2_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1axz,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1axz/protein/1axz_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b05,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b05/protein/1b05_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b05,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b05/protein/1b05_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b0f,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b0f/protein/1b0f_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b0h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b0h/protein/1b0h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b0h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b0h/protein/1b0h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b11,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b11/protein/1b11_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1b1h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b1h/protein/1b1h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b1h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b1h/protein/1b1h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b2h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b2h/protein/1b2h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b32,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b32/protein/1b32_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b32,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b32/protein/1b32_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b3f,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3f/protein/1b3f_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b3f,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3f/protein/1b3f_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b3g,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3g/protein/1b3g_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b3g,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3g/protein/1b3g_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b3h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3h/protein/1b3h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b3h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3h/protein/1b3h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b3l,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3l/protein/1b3l_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b3l,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3l/protein/1b3l_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b40,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b40/protein/1b40_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b40,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b40/protein/1b40_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b42,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b42/protein/1b42_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b46,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b46/protein/1b46_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b46,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b46/protein/1b46_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b4h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b4h/protein/1b4h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b4h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b4h/protein/1b4h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b4z,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b4z/protein/1b4z_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b4z,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b4z/protein/1b4z_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b51,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b51/protein/1b51_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b51,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b51/protein/1b51_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b52,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b52/protein/1b52_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b55,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b55/protein/1b55_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1b58,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b58/protein/1b58_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b58,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b58/protein/1b58_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b5h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5h/protein/1b5h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b5h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5h/protein/1b5h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b5i,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5i/protein/1b5i_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b5i,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5i/protein/1b5i_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b5j,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5j/protein/1b5j_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b5j,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5j/protein/1b5j_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b6h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6h/protein/1b6h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b6h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6h/protein/1b6h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b6k,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6k/protein/1b6k_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1b6l,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6l/protein/1b6l_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1b6m,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6m/protein/1b6m_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1b6p,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6p/protein/1b6p_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1b74,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b74/protein/1b74_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1b7h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b7h/protein/1b7h_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b7h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b7h/protein/1b7h_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b8n,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8n/protein/1b8n_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b8o,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8o/protein/1b8o_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b8y,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8y/protein/1b8y_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b8y,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8y/protein/1b8y_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1b9j,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9j/protein/1b9j_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1b9j,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9j/protein/1b9j_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1b9s,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9s/protein/1b9s_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1b9t,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9t/protein/1b9t_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1b9v,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9v/protein/1b9v_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1bap,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bap/protein/1bap_boltz_pocket_5A.pdb,A,,boltz,,,
pocket,1bbz,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bbz/protein/1bbz_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1bdr,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bdr/protein/1bdr_boltz_pocket_5A.pdb,A_B,,boltz,,,
pocket,1bhf,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bhf/protein/1bhf_experimental_pocket_5A.pdb,A,,experimental,,,
pocket,1bhf,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bhf/protein/1bhf_predicted_pocket_5A.pdb,A,,predicted,,,
pocket,1bhx,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bhx/protein/1bhx_boltz_pocket_5A.pdb,B_C,,boltz,,,
pocket,1bil,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bil/protein/1bil_boltz_pocket_5A.pdb,A,,boltz,,,
