input_type,pdb_id,pdb_file,chain1,chain2,tag,lig_code,smiles,lig_resi
pocket,1a9m,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a9m/protein/1a9m_pocket_5A.pdb,A_B,,holo,,,
pocket,1a9q,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1a9q/protein/1a9q_pocket_5A.pdb,A,,holo,,,
pocket,1aaq,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1aaq/protein/1aaq_pocket_5A.pdb,A_B,,holo,,,
pocket,1abf,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1abf/protein/1abf_pocket_5A.pdb,A,,holo,,,
pocket,1abt,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1abt/protein/1abt_pocket_5A.pdb,A,,holo,,,
pocket,1add,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1add/protein/1add_pocket_5A.pdb,A,,holo,,,
pocket,1adl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1adl/protein/1adl_pocket_5A.pdb,A,,holo,,,
pocket,1ado,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ado/protein/1ado_pocket_5A.pdb,A,,holo,,,
pocket,1af2,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1af2/protein/1af2_pocket_5A.pdb,A_B,,holo,,,
pocket,1af6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1af6/protein/1af6_pocket_5A.pdb,A_B,,holo,,,
pocket,1afk,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1afk/protein/1afk_pocket_5A.pdb,A,,holo,,,
pocket,1afl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1afl/protein/1afl_pocket_5A.pdb,A,,holo,,,
pocket,1agm,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1agm/protein/1agm_pocket_5A.pdb,A,,holo,,,
pocket,1agw,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1agw/protein/1agw_pocket_5A.pdb,A,,holo,,,
pocket,1ahx,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ahx/protein/1ahx_pocket_5A.pdb,A_B,,holo,,,
pocket,1ahy,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ahy/protein/1ahy_pocket_5A.pdb,A_B,,holo,,,
pocket,1ai4,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai4/protein/1ai4_pocket_5A.pdb,A_B,,holo,,,
pocket,1ai5,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai5/protein/1ai5_pocket_5A.pdb,A_B,,holo,,,
pocket,1ai6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai6/protein/1ai6_pocket_5A.pdb,A_B,,holo,,,
pocket,1ai7,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ai7/protein/1ai7_pocket_5A.pdb,A_B,,holo,,,
pocket,1aid,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1aid/protein/1aid_pocket_5A.pdb,A_B,,holo,,,
pocket,1ajn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajn/protein/1ajn_pocket_5A.pdb,A_B,,holo,,,
pocket,1ajp,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajp/protein/1ajp_pocket_5A.pdb,A_B,,holo,,,
pocket,1ajq,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajq/protein/1ajq_pocket_5A.pdb,A_B,,holo,,,
pocket,1ajv,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajv/protein/1ajv_pocket_5A.pdb,A_B,,holo,,,
pocket,1ajx,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ajx/protein/1ajx_pocket_5A.pdb,A_B,,holo,,,
pocket,1al7,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1al7/protein/1al7_pocket_5A.pdb,A,,holo,,,
pocket,1al8,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1al8/protein/1al8_pocket_5A.pdb,A,,holo,,,
pocket,1amn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1amn/protein/1amn_pocket_5A.pdb,A,,holo,,,
pocket,1ao8,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ao8/protein/1ao8_pocket_5A.pdb,A,,holo,,,
pocket,1apb,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1apb/protein/1apb_pocket_5A.pdb,A,,holo,,,
pocket,1apv,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1apv/protein/1apv_pocket_5A.pdb,A,,holo,,,
pocket,1apw,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1apw/protein/1apw_pocket_5A.pdb,A,,holo,,,
pocket,1at5,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1at5/protein/1at5_pocket_5A.pdb,A,,holo,,,
pocket,1at6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1at6/protein/1at6_pocket_5A.pdb,A,,holo,,,
pocket,1atl,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1atl/protein/1atl_pocket_5A.pdb,B,,holo,,,
pocket,1avd,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1avd/protein/1avd_pocket_5A.pdb,A_C,,holo,,,
pocket,1awh,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1awh/protein/1awh_pocket_5A.pdb,B,,holo,,,
pocket,1awi,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1awi/protein/1awi_pocket_5A.pdb,A_B,,holo,,,
pocket,1ax2,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1ax2/protein/1ax2_pocket_5A.pdb,A,,holo,,,
pocket,1axz,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1axz/protein/1axz_pocket_5A.pdb,A,,holo,,,
pocket,1b05,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b05/protein/1b05_pocket_5A.pdb,A,,holo,,,
pocket,1b0f,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b0f/protein/1b0f_pocket_5A.pdb,A,,holo,,,
pocket,1b0h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b0h/protein/1b0h_pocket_5A.pdb,A,,holo,,,
pocket,1b11,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b11/protein/1b11_pocket_5A.pdb,A_B,,holo,,,
pocket,1b1h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b1h/protein/1b1h_pocket_5A.pdb,A,,holo,,,
pocket,1b2h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b2h/protein/1b2h_pocket_5A.pdb,A,,holo,,,
pocket,1b32,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b32/protein/1b32_pocket_5A.pdb,A,,holo,,,
pocket,1b3f,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3f/protein/1b3f_pocket_5A.pdb,A,,holo,,,
pocket,1b3g,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3g/protein/1b3g_pocket_5A.pdb,A,,holo,,,
pocket,1b3h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3h/protein/1b3h_pocket_5A.pdb,A,,holo,,,
pocket,1b3l,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b3l/protein/1b3l_pocket_5A.pdb,A,,holo,,,
pocket,1b40,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b40/protein/1b40_pocket_5A.pdb,A,,holo,,,
pocket,1b42,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b42/protein/1b42_pocket_5A.pdb,A,,holo,,,
pocket,1b46,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b46/protein/1b46_pocket_5A.pdb,A,,holo,,,
pocket,1b4h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b4h/protein/1b4h_pocket_5A.pdb,A,,holo,,,
pocket,1b4z,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b4z/protein/1b4z_pocket_5A.pdb,A,,holo,,,
pocket,1b51,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b51/protein/1b51_pocket_5A.pdb,A,,holo,,,
pocket,1b52,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b52/protein/1b52_pocket_5A.pdb,A,,holo,,,
pocket,1b55,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b55/protein/1b55_pocket_5A.pdb,A,,holo,,,
pocket,1b58,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b58/protein/1b58_pocket_5A.pdb,A,,holo,,,
pocket,1b5h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5h/protein/1b5h_pocket_5A.pdb,A,,holo,,,
pocket,1b5i,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5i/protein/1b5i_pocket_5A.pdb,A,,holo,,,
pocket,1b5j,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b5j/protein/1b5j_pocket_5A.pdb,A,,holo,,,
pocket,1b6h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6h/protein/1b6h_pocket_5A.pdb,A,,holo,,,
pocket,1b6k,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6k/protein/1b6k_pocket_5A.pdb,A_B,,holo,,,
pocket,1b6l,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6l/protein/1b6l_pocket_5A.pdb,A_B,,holo,,,
pocket,1b6m,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6m/protein/1b6m_pocket_5A.pdb,A_B,,holo,,,
pocket,1b6p,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b6p/protein/1b6p_pocket_5A.pdb,A_B,,holo,,,
pocket,1b74,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b74/protein/1b74_pocket_5A.pdb,A_B,,holo,,,
pocket,1b7h,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b7h/protein/1b7h_pocket_5A.pdb,A,,holo,,,
pocket,1b8n,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8n/protein/1b8n_pocket_5A.pdb,A,,holo,,,
pocket,1b8o,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8o/protein/1b8o_pocket_5A.pdb,A,,holo,,,
pocket,1b8y,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b8y/protein/1b8y_pocket_5A.pdb,A,,holo,,,
pocket,1b9j,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9j/protein/1b9j_pocket_5A.pdb,A,,holo,,,
pocket,1b9s,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9s/protein/1b9s_pocket_5A.pdb,A,,holo,,,
pocket,1b9t,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9t/protein/1b9t_pocket_5A.pdb,A,,holo,,,
pocket,1b9v,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1b9v/protein/1b9v_pocket_5A.pdb,A,,holo,,,
pocket,1bap,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bap/protein/1bap_pocket_5A.pdb,A,,holo,,,
pocket,1bbz,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bbz/protein/1bbz_pocket_5A.pdb,A,,holo,,,
pocket,1bdr,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bdr/protein/1bdr_pocket_5A.pdb,A_B,,holo,,,
pocket,1bhf,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bhf/protein/1bhf_pocket_5A.pdb,A,,holo,,,
pocket,1bhx,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bhx/protein/1bhx_pocket_5A.pdb,B_C,,holo,,,
pocket,1bil,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bil/protein/1bil_pocket_5A.pdb,A,,holo,,,
pocket,1bio,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bio/protein/1bio_pocket_5A.pdb,A,,holo,,,
pocket,1biw,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1biw/protein/1biw_pocket_5A.pdb,B,,holo,,,
pocket,1bji,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bji/protein/1bji_pocket_5A.pdb,A,,holo,,,
pocket,1bjr,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bjr/protein/1bjr_pocket_5A.pdb,A,,holo,,,
pocket,1bju,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bju/protein/1bju_pocket_5A.pdb,A,,holo,,,
pocket,1bjv,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bjv/protein/1bjv_pocket_5A.pdb,A,,holo,,,
pocket,1bkm,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bkm/protein/1bkm_pocket_5A.pdb,A,,holo,,,
pocket,1bky,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bky/protein/1bky_pocket_5A.pdb,A,,holo,,,
pocket,1bl4,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bl4/protein/1bl4_pocket_5A.pdb,A,,holo,,,
pocket,1bm2,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bm2/protein/1bm2_pocket_5A.pdb,A,,holo,,,
pocket,1bma,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bma/protein/1bma_pocket_5A.pdb,A,,holo,,,
pocket,1bmq,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bmq/protein/1bmq_pocket_5A.pdb,A_B,,holo,,,
pocket,1bo5,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bo5/protein/1bo5_pocket_5A.pdb,A,,holo,,,
pocket,1bp0,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bp0/protein/1bp0_pocket_5A.pdb,A_B,,holo,,,
pocket,1bq3,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bq3/protein/1bq3_pocket_5A.pdb,A,,holo,,,
pocket,1bq4,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bq4/protein/1bq4_pocket_5A.pdb,C,,holo,,,
pocket,1bqm,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bqm/protein/1bqm_pocket_5A.pdb,A_B,,holo,,,
pocket,1bqn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bqn/protein/1bqn_pocket_5A.pdb,A_B,,holo,,,
pocket,1br5,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1br5/protein/1br5_pocket_5A.pdb,A,,holo,,,
pocket,1br6,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1br6/protein/1br6_pocket_5A.pdb,A,,holo,,,
pocket,1btn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1btn/protein/1btn_pocket_5A.pdb,A,,holo,,,
pocket,1bug,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bug/protein/1bug_pocket_5A.pdb,A,,holo,,,
pocket,1bv7,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bv7/protein/1bv7_pocket_5A.pdb,A_B,,holo,,,
pocket,1bv9,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bv9/protein/1bv9_pocket_5A.pdb,A_B,,holo,,,
pocket,1bwa,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bwa/protein/1bwa_pocket_5A.pdb,A_B,,holo,,,
pocket,1bwb,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bwb/protein/1bwb_pocket_5A.pdb,A_B,,holo,,,
pocket,1bwn,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bwn/protein/1bwn_pocket_5A.pdb,A,,holo,,,
pocket,1bxo,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bxo/protein/1bxo_pocket_5A.pdb,A,,holo,,,
pocket,1bxq,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bxq/protein/1bxq_pocket_5A.pdb,A,,holo,,,
pocket,1bzc,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bzc/protein/1bzc_pocket_5A.pdb,A,,holo,,,
pocket,1bzf,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bzf/protein/1bzf_pocket_5A.pdb,A,,holo,,,
pocket,1bzh,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bzh/protein/1bzh_pocket_5A.pdb,A,,holo,,,
pocket,1bzj,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bzj/protein/1bzj_pocket_5A.pdb,A,,holo,,,
pocket,1bzs,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bzs/protein/1bzs_pocket_5A.pdb,A,,holo,,,
pocket,1bzy,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1bzy/protein/1bzy_pocket_5A.pdb,A,,holo,,,
pocket,1c29,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1c29/protein/1c29_pocket_5A.pdb,A,,holo,,,
pocket,1c2t,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1c2t/protein/1c2t_pocket_5A.pdb,B,,holo,,,
pocket,1c3b,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1c3b/protein/1c3b_pocket_5A.pdb,A,,holo,,,
pocket,1c3e,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1c3e/protein/1c3e_pocket_5A.pdb,A,,holo,,,
pocket,1c3i,/blue/yanjun.li/share/GatorMol/GatorMol/dataset/LP_PDBBind/LP_PDBBind_train/1c3i/protein/1c3i_pocket_5A.pdb,B,,holo,,,
